source,Judul,Penulis,No. ISBN,Penerbit,Tanggal terbit,Jumlah Halaman,Berat,Jenis Cover,Dimensi(L x P),Kategori,Bonus,Text Bahasa,Lokasi Stok,Buku sejenis lainnya
https://www.bukukita.com/Aksesoris-Kado-&-Parcel/Kertas-Kado/157443-Bungkus-Kertas-Kado-Motif-Baby.html,Bungkus Kertas Kado Motif Baby,,-,Bukukita.com,2018,1,25 gr,-,-,Kertas Kado,-,Indonesia,Stok Tersedia.,
"https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/159621-Strategi-Kepemimpinan,-Bisnis,-Pemasaran-dan-Kehidupan-Sehari-hari-Ala-Sun-Tzu.html","Strategi Kepemimpinan, Bisnis, Pemasaran dan Kehidupan Sehari-hari Ala Sun Tzu",,9786025638930,Anak Hebat Indonesia,Oktober - 2018,-,300 gr,Soft Cover,-,Pengembangan Diri,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Referensi/Ensiklopedia/125717-Ensiklopedia-Tata-Bahasa-Indonesia.html,Ensiklopedia Tata Bahasa Indonesia,,-,Kunci Aksara,Juni - 2014,-,200 gr,Soft Cover,-,Ensiklopedia,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=1077,,,,,,,,,,,,,,
https://www.bukukita.com/Agama/Islam/108894-Pengantar-Studi-Al-Quran-:-Teori-dan-Pendekatan.html,Pengantar Studi Al-Quran : Teori dan Pendekatan,,9789792553802,Lkis,November - 2012,224,500 gr,Soft Cover (HVS),-,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Agama/Islam/83043-Spiritual-Soft-Drink.html,Spiritual Soft Drink,,9798452437,Lkis,2008,-,100 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/168089-Terapi-Depresi.html,Terapi Depresi,,9786237324461,Psikologi Corner,Oktober - 2019,328,320 gr,soft cover,-,Pengembangan Diri,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Psikologi/161364-The-Happy-Therapy-Book.html,The Happy Therapy Book [Resep Sederhana Hidup Bahagia - Edisi TTD Penulis],,9786028740654,Lentera Hati,Maret - 2019,134,200 gr,Soft Cover,14x21mm,Psikologi,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Inspirasi-dan-Spiritual/Pendidikan-&-Pengajar/112621-Sekolah-dalam-Himpitan-Google-dan-Bimble.html,Sekolah dalam Himpitan Google dan Bimble,,9789791677684,Lkis,2013,352,350 gr,Soft Cover (HVS),-,Pendidikan & Pengajar,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=801,,,,,,,,,,,,,,
https://www.bukukita.com/Inspirasi-dan-Spiritual/Inspirasional/81962-Kunci-Pribadi-Mantap.html,Kunci Pribadi Mantap,,9786028597326,Leutika,Juli - 2010,252,300 gr,Soft Cover,-,Inspirasional,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=1109,,,,,,,,,,,,,,
"https://www.bukukita.com/Inspirasi-dan-Spiritual/Inspirasional/108354-ZeroPreneurs-:-Kisah,-Strategi,-Keringat-&-Air-Mata-Darah,-Bahkan-Tanpa-Mata-&-Telinga,-serta-Sedekah.html","ZeroPreneurs : Kisah, Strategi, Keringat & Air Mata Darah, Bahkan Tanpa Mata & Telinga, serta Sedekah",,9786021972922,W & G Wealth & Grow,Desember - 2012,208,200 gr,Soft Cover (Book Paper),-,Inspirasional,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Buku-Novel/Remaja/162587-Selestia-dan-Penjara-Teka-teki.html,Selestia dan Penjara Teka-teki,,9786027652828,Buah Hati,November - 2016,254,300 gr,Soft Cover,-,Remaja,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=1477,,,,,,,,,,,,,,
https://www.bukukita.com/Agama/Islam/152982-Fikih-Wanita-Sepanjang-Masa.html,Fikih Wanita Sepanjang Masa,,9786026122865,MUTIARA ALAMAH,Oktober - 2017,-,450 gr,Soft Cover,-,Islam,Link QR CODE VIDEO TUTORIA HIJAB,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Agama/Islam/167379-Mukjizat-Sabar-Syukur-Ikhlas:-Rahasia-Hidup-Bahagia-Dunia-Ak.html,Mukjizat Sabar Syukur Ikhlas: Rahasia Hidup Bahagia Dunia Ak,,9786232442641,Mueeza,Oktober - 2020,172,200 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=714,,,,,,,,,,,,,,
https://www.bukukita.com/Agama/Islam/113565-Mutiara-Zikir-&-Doa.html,Mutiara Zikir & Doa,,9789791096942,Pustaka Hidayah,2013,-,500 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Ekonomi-dan-Manajemen/Ekonomi/116727-Sekilas-Mengenal-Ekspor-dan-Impor-BK.html,Sekilas Mengenal Ekspor dan Impor BK,,9786027607675,IKHLAS MEDIA,Juli - 2013,135,275 gr,Soft Cover,-,Ekonomi,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Agama/Islam/121394-AL-MATSURAT-WAZIFAH-KUBRA.html,AL-MATSURAT WAZIFAH KUBRA (Jenis 1) pelangi,,-,Indiva Media Kreasi,Januari - 2014,-,50 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Buku-Novel/Remaja/129516-SMTown-Salah-Gaul-3.html,SMTown Salah Gaul 3,,9786021139523,Matahari,Oktober - 2014,258,250 gr,Soft Cover,-,Remaja,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Buku-Novel/Fiksi/109849-Brandsetters-An-Inner-Circle-Novel.html,Brandsetters An Inner Circle Novel,,9786028663915,Buah Hati,Januari - 2013,256,300 gr,Soft Cover (Book Paper),-,Fiksi,-,English,Stok Tersedia.,
https://www.bukukita.com/Orang-Tua-dan-Keluarga/Orang-Tua-dan-Anak/162662-Storypedid-Kasih-Ibu-Sepanjang-Masa.html,Storypedid Kasih Ibu Sepanjang Masa,,9786028663946,Buah Hati,2013,-,450 gr,Soft Cover,-,Orang Tua dan Anak,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Anak-Anak/Islam/115114-Juz-Ammaku-BK.html,Juz 'Ammaku BK,,9786021773000,IKHLAS MEDIA,Juni - 2013,-,100 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Agama/Islam/110607-Berdoalah-Dalam-Mewujudkan-Impian-Impian-Anda.html,Berdoalah Dalam Mewujudkan Impian-Impian Anda (2013),,9786029247176,Al Mawardi,Februari - 2013,-,250 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Psikologi/168472-Sebuah-seni-untuk-meyakinkan-orang.html,Sebuah seni untuk meyakinkan orang ( Cover Baru ),,9786237162513,Gemilang,Januari - 2022,472,450 gr,Soft Cover,-,Psikologi,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=705,,,,,,,,,,,,,,
https://www.bukukita.com/searchresult.php?id=3&key=491,,,,,,,,,,,,,,
https://www.bukukita.com/Agama/Islam/70096-Bercinta-Cara-Nabi-dan-Raja.html,Bercinta Cara Nabi dan Raja,,9789791354042,Pena Saran Media,2008,178,150 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Sastra-dan-Filsafat/Cerpen/133232-Kisah-Dalam-Satu-Jam.html,Kisah Dalam Satu Jam,,9786028740418,Literati-books,Maret - 2015,-,250 gr,Soft Cover,-,Cerpen,-,Indonesia,Stok Tersedia.,
"https://www.bukukita.com/Referensi/Referensi-Umum/155870-Literasi-Media:-Apa,-Mengapa,-Bagaimana-Edisi-Revisi.html","Literasi Media: Apa, Mengapa, Bagaimana Edisi Revisi",,9789793782546,Simbiosa Rekatama Media,Maret - 2018,189,300 gr,Soft Cover,-,Referensi Umum,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Komputer-dan-Internet/Internet/78352-Awas!-Hati-Hati-dengan-Emailmu-:-Etika-Beremail-dan-Panduan-Mengelola-yang-Efektif.html,Awas! Hati-Hati dengan Emailmu : Etika Beremail dan Panduan Mengelola yang Efektif,,978,Kataelha,Maret - 2010,-,300 gr,Soft Cover,-,Internet,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Agama/Islam/167690-Hidup-Bersama-Al-Quran-1.html,Hidup Bersama Al-Quran 1,,9786237713647,Lentera Hati,April - 2021,332,350 gr,Soft Cover,140x210mm,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Agama/Islam/105040-Dahsyatnya-Salat-Sunah-BK.html,Dahsyatnya Salat Sunah BK,,9786021804742,IKHLAS MEDIA,Juli - 2012,-,200 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Agama/Islam/167304-Dia-Di-Mana-Mana-:-Tangan-Tuhan-Di-Balik-Setiap-Fenomena.html,Dia Di Mana-Mana : Tangan Tuhan Di Balik Setiap Fenomena (Cover Baru),,9786237713029,Lentera Hati,Februari - 2021,472,450 gr,Soft Cover,140x210mm,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Bahasa-dan-Kamus/Belajar-Bahasa/149477-Buku-Sakti-Belajar-Bahasa-Korea.html,Buku Sakti Belajar Bahasa Korea,,9786026380302,Anak Hebat Indonesia,Maret - 2017,196,200 gr,Soft Cover,140x200mm,Belajar Bahasa,-,,Stok Tersedia.,
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/159636-Mendeteksi-Kebohongan-dengan-Gesture-dan-Mikroekspresi.html,Mendeteksi Kebohongan dengan Gesture dan Mikroekspresi,,9786025638688,Anak Hebat Indonesia,Oktober - 2018,-,200 gr,Soft Cover,-,Pengembangan Diri,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Biografi-dan-Memoar/Biografi/159654-Raja-di-Negara-Republik:-Kehidupan-Sultan-Hamengku-Buwono-IX-dari-Yogyakarta.html,Raja di Negara Republik: Kehidupan Sultan Hamengku Buwono IX dari Yogyakarta,,9786025638183,Anak Hebat Indonesia,Oktober - 2018,508,500 gr,Soft Cover,-,Biografi,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Agama/Islam/166246-KHILAFAH:-Peran-Manusia-di-Bumi.html,KHILAFAH: Peran Manusia di Bumi (Reguler),,9786237713296,Lentera Hati,Juli - 2020,188,350 gr,Soft Cover,130x190mm,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/167298-Semua-Murid-Semua-Guru.html,Semua Murid Semua Guru (Seri 4) Edukasi di masa pandemi,,9786028740807,Literati-books,Januari - 2021,304,350 gr,Soft Cover,-,Pengembangan Diri,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Buku-Novel/Romance/148035-Imaji-Terindah.html,Imaji Terindah,,9786028740609,Lentera Hati,Desember - 2016,290,400 gr,soft cover,-,Romance,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Agama/Islam/157623-Seri-Makhluk-Ghaib-:-Malaikat-dalam-Al-Quran.html,Seri Makhluk Ghaib : Malaikat dalam Al-Quran,,9786027720671,Lentera Hati,Juli - 2018,-,150 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Buku-Novel/Remaja/146942-Selestia-dan-Penjara-Teka-teki.html,Selestia dan Penjara Teka-teki [Ber-TTD asli Penulis + Free buku Bajak Laut Popcorn],,9786027652828,Buah Hati,November - 2016,254,300 gr,Soft Cover,140x210mm,Remaja,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=2182,,,,,,,,,,,,,,
https://www.bukukita.com/Bahasa-dan-Kamus/Belajar-Bahasa/159675-Belajar-Percakapan-Bahasa-Inggris-Tanpa-Mikir.html,Belajar Percakapan Bahasa Inggris Tanpa Mikir,,9786025907494,Pusat Kajian Bahasa,Oktober - 2018,-,200 gr,Soft Cover,-,Belajar Bahasa,-,,Stok Tersedia.,
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Psikologi/168230-RESIGN-SEKARANG-JUGA-!.html,RESIGN SEKARANG JUGA !,,9786232445079,Psikologi Corner,Oktober - 2021,-,150 gr,Soft Cover,-,Psikologi,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=748,,,,,,,,,,,,,,
https://www.bukukita.com/searchresult.php?id=3&key=2200,,,,,,,,,,,,,,
https://www.bukukita.com/Agama/Islam/114075-Hidangan-Ramadhan.html,Hidangan Ramadhan,,9789793862651,Al Mawardi,2013,-,500 gr,Hard Cover,-,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Agama/Al-Quran/98046-AR-RAHMAN-AL-QURAN-Cover-Hijau.html,AR RAHMAN AL-QURAN Cover Hijau (2011),,-,Fokus Media,November - 2011,-,900 gr,Hard Cover,-,Al-Quran,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Biografi-dan-Memoar/Biografi/159658-STEVE-JOBS:-Seniman-Teknologi-Revolusioner-Abad-21.html,STEVE JOBS: Seniman Teknologi Revolusioner Abad 21,,9786025907500,Anak Hebat Indonesia,Oktober - 2018,-,250 gr,Soft Cover,-,Biografi,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=1224,,,,,,,,,,,,,,
https://www.bukukita.com/searchresult.php?id=3&key=1894,,,,,,,,,,,,,,
https://www.bukukita.com/Biografi-dan-Memoar/Biografi/107877-Mari-Bung-Rebut-Kembali-Surya-Paloh-2010-2012.html,Mari Bung Rebut Kembali - Surya Paloh 2010-2012,,9786029618433,Media Indonesia,Oktober - 2012,-,300 gr,soft cover,-,Biografi,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Buku-Sekolah/Penunjang-Pelajaran/106996-Tes-Potensi-Akademik.html,Tes Potensi Akademik,,9786029682854,Oncor Semesta Publisher,Agustus - 2010,118,150 gr,Soft Cover,-,Penunjang Pelajaran,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Agama/Islam/162870-AL-MAIDAH-51:-Satu-Firman-Beragam-Penafsiran.html,AL-MAIDAH 51: Satu Firman Beragam Penafsiran,,9786027720879,Lentera Hati,Juli - 2019,-,250 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=1486,,,,,,,,,,,,,,
https://www.bukukita.com/Agama/Islam/162626-Hadits-Shahih-Bukhari-Muslim-Hard-Cover.html,Hadits Shahih Bukhari Muslim - Hard Cover,,9786021789803,FATHAN PRIMA MEDIA,2013,846,2100 gr,Hard Cover,-,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/katalogbukuatribut.php?atrId=3&page=1,,,,,,,,,,,,,,
https://www.bukukita.com/Agama/Islam/162665-Muhammad-Sang-Teladan-Hard-Cover.html,Muhammad Sang Teladan - Hard Cover,,9786026563705,Senja Publishing,2019,-,1100 gr,Hard Cover,-,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=1637,,,,,,,,,,,,,,
https://www.bukukita.com/Anak-Anak/Pelajaran-Sekolah/129515-Insyaallah-Lulus-UN.html,Insyaallah Lulus UN,,9786021258996,Adi Bintang,Oktober - 2014,104,250 gr,Soft Cover,-,Pelajaran Sekolah,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Anak-Anak/Cerita-Anak/168624-YLAI-Interactive-Book-Tugas-Penting-Kartika.html,YLAI Interactive Book - Tugas Penting Kartika,,9786024580711,PELANGI INDONESIA,Maret - 2022,24,150 gr,soft cover,21x30mm,Cerita Anak,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=1303,,,,,,,,,,,,,,
https://www.bukukita.com/searchresult.php?id=3&key=2654,,,,,,,,,,,,,,
https://www.bukukita.com/searchresult.php?id=3&key=757,,,,,,,,,,,,,,
https://www.bukukita.com/Anak-Anak/Pendidikan-Anak/131754-Storypedia-Nusantara.html,Storypedia Nusantara (Full Colour) (2013),,9786027652293,Buah Hati,November - 2013,-,500 gr,Soft Cover,-,Pendidikan Anak,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Sejarah-dan-Budaya/Kebudayaan/109924-Tarekat-Petani-:-Fenomena-Tarekat-Syattariyah-Lokal.html,Tarekat Petani : Fenomena Tarekat Syattariyah Lokal,,9789791677653,Lkis,Januari - 2013,250,250 gr,Soft Cover (HVS),-,Kebudayaan,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=808,,,,,,,,,,,,,,
https://www.bukukita.com/Agama/Islam/157567-Islam-Yang-Saya-Pahami.html,Islam Yang Saya Pahami (reguler),,9786027720831,Lentera Hati,Juli - 2018,342,350 gr,Soft Cover,13x19mm,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=1346,,,,,,,,,,,,,,
https://www.bukukita.com/Buku-Novel/Romance/122076-SCRAPE-MY-HEART.html,SCRAPE MY HEART,,9789791369589,Magenta Media,Februari - 2014,-,250 gr,soft cover,-,Romance,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Aksesoris-Kado-&-Parcel/Kertas-Kado/157442-Bungkus-Kertas-Kado-Motif-Walt-Disney-World.html,Bungkus Kertas Kado Motif Walt Disney World,,-,Bukukita.com,2018,-,25 gr,-,-,Kertas Kado,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Anak-Anak/Islam/138882-Doa-Anak-Saleh-Al-Ikhlas-Jilid-1-BK.html,Doa Anak Saleh Al-Ikhlas Jilid 1 BK,,9786021773024,IKHLAS MEDIA,November - 2015,-,400 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=1999,,,,,,,,,,,,,,
https://www.bukukita.com/Buku-Novel/Romance/152787-The-Perfect-Charm.html,The Perfect Charm,,9786026673848,Histeria,Oktober - 2017,436,500 gr,Soft Cover,-,Romance,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Anak-Anak/Islam/138883-Doa-Anak-Saleh-Al-Ikhlas-Jilid-5-BK.html,Doa Anak Saleh Al-Ikhlas Jilid 5 BK,,9786021773062,IKHLAS MEDIA,November - 2015,-,400 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Aksesoris-Kado-&-Parcel/Kertas-Kado/157447-Bungkus-Kertas-Kado-Motif-Batik-Coklat-Muda.html,Bungkus Kertas Kado Motif Batik Coklat Muda,,-,Bukukita.com,2018,1,25 gr,-,-,Kertas Kado,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/130803-How-Successful-People-Lead.html,How Successful People Lead,,9786028482837,MIC,November - 2014,-,300 gr,Hard Cover,-,Pengembangan Diri,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Biografi-dan-Memoar/Biografi/163151-Sutopo-Purwo-Nugroho-Terjebak-Nostalgia.html,Sutopo Purwo Nugroho Terjebak Nostalgia [Reguler],,9786028740661,Literati-books,Agustus - 2019,208,350 gr,Soft Cover,15x23mm,Biografi,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=758,,,,,,,,,,,,,,
https://www.bukukita.com/Orang-Tua-dan-Keluarga/Orang-Tua-dan-Anak/163306-Smart-Parenting:-2000-Kilat-Cerdas-Mendidik-Anak.html,Smart Parenting: 2000 Kilat Cerdas Mendidik Anak,,9786237162407,Alvabet,Agustus - 2019,-,300 gr,Soft Cover,-,Orang Tua dan Anak,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=1039,,,,,,,,,,,,,,
https://www.bukukita.com/Biografi-dan-Memoar/Biografi/95548-Marco-van-Basten-:-Era-ac-Milan-dan-Oranye.html,Marco van Basten : Era ac Milan dan Oranye,,9789791541701,Pena Wormer,Agustus - 2011,256,500 gr,Soft Cover,140x210mm,Biografi,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Agama/Islam/161961-Kaidah-Tafsir.html,Kaidah Tafsir,,9786027720077,Lentera Hati,Mei - 2019,-,500 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=2134,,,,,,,,,,,,,,
https://www.bukukita.com/Aksesoris-Kado-&-Parcel/Kertas-Kado/157448-Bungkus-Kertas-Kado-Motif-Batik-Coklat-Tua.html,Bungkus Kertas Kado Motif Batik Coklat Tua,,-,Bukukita.com,2018,1,25 gr,-,-,Kertas Kado,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Agama/Islam/126913-Kumpulan-Juz-30.-29.-28-Hadits-Arbain-&-al-Matsurat.html,Kumpulan Juz 30. 29. 28 Hadits Arbain & al-Matsurat,,-,Indiva Media Kreasi,Juli - 2014,-,100 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=2180,,,,,,,,,,,,,,
https://www.bukukita.com/Sastra-dan-Filsafat/Jurnal-Sastra/122585-MetodePenelitian.html,MetodePenelitian ( wedatama ),,9789791853286,Wedatama Widya Sastra,Februari - 2014,-,360 gr,Soft Cover,-,Jurnal Sastra,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Agama/Islam/159660-Sabar-Kemudian-Syukur-Lalu-Ikhlas.html,Sabar Kemudian Syukur Lalu Ikhlas,,9786025907067,Mueeza,Oktober - 2018,-,300 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.,
"https://www.bukukita.com/Agama/Islam/160144-ISLAM-YANG-DISALAHPAHAMI:-Menepis-Prasangka,-Mengikis-Kekeliruan.html","ISLAM YANG DISALAHPAHAMI: Menepis Prasangka, Mengikis Kekeliruan (Reguler)",,9786027720862,Lentera Hati,Desember - 2018,376,350 gr,Soft Cover,-,Islam,Diskon 25%,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=2661,,,,,,,,,,,,,,
https://www.bukukita.com/Inspirasi-dan-Spiritual/Inspirasional/169390-Connect-The-Dots.html,Connect The Dots,,-,Yahya&Yahya,September - 2022,204,300 gr,Soft Cover,-,Inspirasional,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Inspirasi-dan-Spiritual/Kiat-Sukses/106992-Mudah-Mencari-Kerja-:-Pedoman-Praktis-Bagi-Para-Pencari-Kerja.html,Mudah Mencari Kerja : Pedoman Praktis Bagi Para Pencari Kerja,,9786029682830,Oncor Semesta Publisher,Juni - 2010,80,100 gr,Soft Cover,-,Kiat Sukses,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/katalogbukuatribut.php?atrId=4&page=1,,,,,,,,,,,,,,
https://www.bukukita.com/Agama/Al-Quran/98044-AL-BAYAN-AL-QURAN.html,AL BAYAN AL-QUR'AN (BIRU),,-,Fokus Media,November - 2011,-,1000 gr,Hard Cover,-,Al-Quran,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=1336,,,,,,,,,,,,,,
"https://www.bukukita.com/Buku-Sekolah/Penunjang-Pelajaran/137486-Akuntabilitas-:-Edisi-3,-Juni-September-2015-Downward-Accountability.html","Akuntabilitas : Edisi 3, Juni-September 2015 Downward Accountability",,9772302400017,Diandra Primamitra,September - 2015,-,250 gr,Soft Cover,-,Penunjang Pelajaran,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=1580,,,,,,,,,,,,,,
https://www.bukukita.com/Agama/Islam/130689-Kisah-kisah-79-Teladan-Dahsyat-Sepanjang-Hayat.html,Kisah-kisah 79 Teladan Dahsyat Sepanjang Hayat,,9789799812483,Nabila Publising,Oktober - 2014,-,200 gr,Soft Cover,-,Islam,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Psikologi/157052-Cara-Ampuh-Menjadi-Pribadi-yang-Diterima-&-Disukai.html,Cara Ampuh Menjadi Pribadi yang Diterima & Disukai,,9786025469176,Anak Hebat Indonesia,Mei - 2018,-,250 gr,Soft Cover,-,Psikologi,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Masakan-dan-Makanan/Makanan/166558-Masakan-Timur-Tengah-Populer-Favorit-Ala-Chef-Salimoz.html,Masakan Timur Tengah Populer Favorit Ala Chef Salimoz,,9786020645384,Gramedia Pustaka Utama,Agustus - 2020,124,200 gr,soft cover,-,Makanan,-,Indonesia,Gudang Penerbit,
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/168304-Your-Job-is-Not-Your-Career-:-Your-Ultimate-Career-Guide-2022.html,Your Job is Not Your Career : Your Ultimate Career Guide 2022,,9786028740890,Lentera Hati,November - 2021,204,200 gr,soft cover,-,Pengembangan Diri,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Sains-dan-Teknologi/Sains-Umum/168307-The-Magic-of-Reality.html,The Magic of Reality (edisi teks),,9786024816056,Gramedia Pustaka Utama,Juli - 2021,208,160 gr,soft cover,-,Sains Umum,-,Indonesia,Gudang Penerbit,
https://www.bukukita.com/Buku-Novel/Remaja/169451-Pre-Order-Seluas-Langit-Biru-by-Sitta-Karina.html,Pre Order Seluas Langit Biru by Sitta Karina ( Edisi Tanda Tangan ),,9786235495026,Literati-books,Oktober - 2022,532,400 gr,Soft Cover,19x13mm,Remaja,Tanda Tangan Asli Sitta Karina,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=1276,,,,,,,,,,,,,,
https://www.bukukita.com/Inspirasi-dan-Spiritual/Inspirasional/124042-NEZ-Inda-Club.html,NEZ Inda Club,,9786021258835,Matahari,April - 2014,-,600 gr,Soft Cover,-,Inspirasional,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Motivasi/69974-Kamu-Bukan-Bintang-:-10-Hal-yang-Menjadikanmu-Pecundang.html,Kamu Bukan Bintang : 10 Hal yang Menjadikanmu Pecundang,,979,Indiva Media Kreasi,2008,-,200 gr,Soft Cover,-,Motivasi,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=291,,,,,,,,,,,,,,
https://www.bukukita.com/Busana-dan-Kecantikan/Aksesoris/113738-Ragam-Aksesoris-Berbusana-Paling-Cantik.html,Ragam Aksesoris Berbusana Paling Cantik,,9786027560918,Dunia Kreasi,Mei - 2013,-,150 gr,Soft Cover,-,Aksesoris,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=1113,,,,,,,,,,,,,,
https://www.bukukita.com/Buku-Novel/Sosial-Budaya/166996-MENGELOLA-HARTA-KARUN-KARIMUNJAWA.html,MENGELOLA HARTA KARUN KARIMUNJAWA,,9786022730408,Wedatama Widya Sastra,Mei - 2020,252,250 gr,Soft Cover,-,Sosial-Budaya,-,Indonesia,Stok Tersedia.,
https://www.bukukita.com/searchresult.php?id=3&key=1415,,,,,,,,,,,,,,
https://www.bukukita.com/searchresult.php?id=3&key=884,,,,,,,,,,,,,,
https://www.bukukita.com/Agama/Al-Quran/101979-MUSHAF-AL-HADI.html,MUSHAF AL-HADI (cover warna merah),,-,Fokus Media,2012,-,900 gr,Hard Cover,-,Al-Quran,-,Indonesia,Stok Tersedia.,
